,date,content,score,version,thumbs,,,,,,,,,
190,2021-10-05 21:43:33,"Não deixa acessar o aplicativo, não tem biometria na base????????????? Então não serve.",1,3.0.0,0,,,,,,,,,
192,2021-10-05 21:26:15,"Péssimo! Como tudo o que é público, parece que é feito para não funcionar!!!! Vergonha!!!👎👎👎",1,3.0.0,0,,,,,,,,,
193,2021-10-05 21:12:33,Não dá pra Atualizar o cadastro esse aplicativo é simplesmente inútil.,1,3.0.0,0,,,,,,,,,
194,2021-10-05 21:01:31,"Péssimo aplicativo, simplesmente não funciona, não se consegue acesso por nenhuma das vias disponíveis. ,",1,3.0.0,0,,,,,,,,,
195,2021-10-05 20:47:09,Lixo nao cnsigo criar a conta,1,3.0.0,0,,,,,,,,,
196,2021-10-05 20:46:04,Péssimo...a intenção é não conseguir entrar no aplicativo...pois eles conseguiram fazer um aplicativo pra não funcionar,1,3.0.0,0,,,,,,,,,
197,2021-10-05 20:45:36,Rui,1,3.0.0,0,,,,,,,,,
198,2021-10-05 20:25:00,O aplicativo parou do nada e fala que minhas credenciais são inválidas. Estava tudo certo de repente deu erro. Fiz o que você me pediu e até agora não tive resposta.,1,3.0.0,0,,,,,,,,,
200,2021-10-05 20:14:39,"enquanto essa transição não ter a atenção necessária, isso tudo vai continuar ruim.",1,3.0.0,0,,,,,,,,,
201,2021-10-05 20:11:36,"Boa tarde!! não consigo entrar , faz dois dias q esta dando erro!!!!",1,3.0.0,0,,,,,,,,,
202,2021-10-05 20:10:26,ótimo,1,3.0.0,0,,,,,,,,,
203,2021-10-05 20:04:06,lixo lixo lixo lixo lixo lixo,1,3.0.0,0,,,,,,,,,
204,2021-10-05 19:54:58,"não tem opções para quando esqueci a senha, deveriam simplesmente mandar um código de segurança para SMS. reconhecimento facial não funciona fiz inúmeras tentativas sem sucesso. Falta outros bancos para acesso. horrível e irritante🤬",1,3.0.0,0,,,,,,,,,
205,2021-10-05 19:48:05,"Aplicativo não funciona, não faz login apesar da senha está correta e reconhecimento facial não funciona.",1,3.0.0,0,,,,,,,,,
206,2021-10-05 19:37:30,Do que adianta ter desbloqueio por biometria se não funciona e nem o reconhecimento facial que sempre da erro.,1,3.0.0,0,,,,,,,,,
207,2021-10-05 19:08:39,Não consigo fazer 1o acesso... missão impossível! navegabilidade 0!,1,3.0.0,0,,,,,,,,,
208,2021-10-05 19:06:15,"Não consigo passar da parte do reconhecimento fácil, tirando que o celular fica vibrando tremendo todo o vídeo que é capturado, não tem opção de relatar problemas para o suporte no app. Resumindo não conseguiu usar para nada o app. Espero que melhorem em atualização futuras!",1,3.0.0,0,,,,,,,,,
209,2021-10-05 18:54:39,Péssimo app. Nao consigo criar conta pois dá que o reconhecimento facial está inválido. Eu não sei mais o que fazer pra criar meu acesso no gov.br!!!!!,1,3.0.0,0,,,,,,,,,
210,2021-10-05 18:36:47,"App é inútil, não consigo acessar. Não tenho os dados biométricos do título ainda, aí não me permitem acesso. E quem mora no interior? Muitos lugares ainda não fizeram o cadastramento. Ridículo essa dificuldade, como sempre no Brasil, uma burocracia desnecessária. Só mais um exemplo de ineficiência do serviço público.",1,3.0.0,0,,,,,,,,,
211,2021-10-05 18:27:42,N funciona,1,3.0.0,0,,,,,,,,,
212,2021-10-05 18:22:55,Não consigo fazer o cadastro pra troca a senha não está me ajudando em nada,1,3.0.0,0,,,,,,,,,
213,2021-10-05 17:58:42,lixo,1,3.0.0,0,,,,,,,,,
214,2021-10-05 17:52:20,"Não tenho mais acesso ao e-mail, e quando faz os procedimentos de recuperação, eles pedem um código que manda para o e-mail, não consigo acessar nada e não tem outra opção para recuperação de conta.",1,3.0.0,0,,,,,,,,,
215,2021-10-05 17:40:12,Muitoooo ruim,1,3.0.0,0,,,,,,,,,
216,2021-10-05 17:31:22,Perdi meu acesso porque bloquearam meu chip e não consigo receber o código pra mudar a senha,1,3.0.0,0,,,,,,,,,
218,2021-10-05 17:07:21,Aplicativo horrível não faz as funções básicas q deveria executar,1,3.0.0,0,,,,,,,,,
219,2021-10-05 17:01:19,Minha conta feita pela previência do governo foi desativada na verdade foi o meu aplicativa automaticamente errei naã aconta mas atrvez dela eu Vilma Gomes acompanhava o meu contra cheque e agora não tenho como .,1,2.1.9,0,,,,,,,,,
220,2021-10-05 17:00:50,"Já tentei fazer o reconhecimento facial e me sinto um palhaço,nunca consigo realizar esse procedimento.e o motivo não é por culpa do usuário,já tentei muitas vezes e não finaliza. Vire pisque sorria vire para a esquerda vire para a direita blablablablablabla.",1,3.0.0,0,,,,,,,,,
221,2021-10-05 16:44:26,Não estou conseguindo atualizar o meu app,1,2.1.9,0,,,,,,,,,
222,2021-10-05 16:04:18,"Péssimo. Você não consegue recuperar a senha, não consegue fazer nada. Péssimo, horrível. Como pode APP feito pata nos ajudar, fazer tanta raiva assim??.. duas horas aqui e não consegui recuperar minha senha para ter acesso a minha carteira digital.",1,3.0.0,0,,,,,,,,,
223,2021-10-05 15:51:56,"App horrível, não consigo criar uma conta . Péssimo",1,3.0.0,0,,,,,,,,,
224,2021-10-05 15:44:29,Horrível não funciona,1,3.0.0,0,,,,,,,,,
229,2021-10-05 15:13:04,"Esse aplicativo é horrível, não consigo criar minha conta. Da erro no reconhecimento facial.",1,3.0.0,0,,,,,,,,,
230,2021-10-05 14:49:22,Péssimo,1,3.0.0,0,,,,,,,,,
231,2021-10-05 14:47:52,"Não consigo recuperar minha senha, todas as opções que escolho, dá erro na página. Já mandei e-mail para e nada, preciso acrescentar um complemento no meu endereço do CNPJ.",1,3.0.0,0,,,,,,,,,
232,2021-10-05 14:04:58,Não reconhece biometria facial.,1,3.0.0,0,,,,,,,,,
233,2021-10-05 14:04:53,Como aumentar o nível de n consigo bater a foto dis q eu cancelei o reconhecimento fácil,1,3.0.0,0,,,,,,,,,
234,2021-10-05 14:04:26,"Aplicativo trava logo que inicia no celular, uso um M31 e não consigo usar...",1,3.0.0,0,,,,,,,,,
236,2021-10-05 13:20:18,Impossível acessar o aplicativo porque o reconhecimento facial não funciona. Sempre da erro. Não dá pra avaliar o aplicativo já que é impossível até de acessar. Coloquem biometria ou simplesmente senha!,1,3.0.0,0,,,,,,,,,
237,2021-10-05 13:11:58,péssimo,1,3.0.0,0,,,,,,,,,
238,2021-10-05 13:08:52,Pra que serve ? Difícil acesso.,1,3.0.0,0,,,,,,,,,
239,2021-10-05 13:01:23,Nunca consegui entrar,1,2.1.5,0,,,,,,,,,
240,2021-10-05 12:40:54,Ñ consegui nada pessimo,1,3.0.0,0,,,,,,,,,
242,2021-10-05 11:38:20,Continuem assim! estão cumprindo bem a função de tornar o app inutilizável,1,3.0.0,0,,,,,,,,,
243,2021-10-05 11:30:48,muito ruim,1,3.0.0,0,,,,,,,,,
244,2021-10-05 11:00:13,"Não consigo redifinir minha senha de jeito nenhum, e dar erro direto.",1,3.0.0,0,,,,,,,,,
245,2021-10-05 10:51:19,pessimo aplicativo... muitos erros e tive que repetir inumeras vezes o reconhecimento facial e tantativas de login,1,3.0.0,0,,,,,,,,,
246,2021-10-05 10:17:38,Reconhecimento facial não funciona,1,3.0.0,0,,,,,,,,,
248,2021-10-05 09:36:42,"Nao estou conseguindo entrar pois minha senha ja conseguir trocar mas aprece uma mensagem; "" NAO FOI POSSIVEL AUTORIZAR SEU ACESSO, VERIFIQUE SUAS CREDENCIAIS E TENTE NOVAMENTE"" Alguem por favor pode me informar oq devo fazer... pois a senha eu ja tinha e nao sabia e fui tentando cadrastar outra e acabei descobrindo q ja tinha senha mas ja conseguir fazer outra e mesmo assim essa mensagem pesiste.",1,3.0.0,0,,,,,,,,,
249,2021-10-05 09:03:10,Gente do céu que diacho tem esse aplicativo que não deixa age te fazer nada que não reconhece nada .,1,3.0.0,0,,,,,,,,,
250,2021-10-05 05:20:09,Aplicativo muito complicado para pessoas mais velhas,1,3.0.0,0,,,,,,,,,
251,2021-10-05 04:27:46,legal,1,3.0.0,0,,,,,,,,,
252,2021-10-05 04:26:52,"Inútil, não dá pra criar uma conta nele, não consigo acessar minha carteira digital, aí pede pra criar uma conta nessa mrrd e quando tento não vaii, obrigado por nada!",1,3.0.0,0,,,,,,,,,
253,2021-10-05 04:24:19,"Pensa num aplicativo ruim, pois bem é esse, gestão não dá pra fazer simplesmente NADA com ele, estou a semanas tentando fazer o questionário do ENADE pelo site, porém não consigo realizar pois o site está com problema falando que o período de preenchimento já se encerrou, sendo que pode ser feito até o mês 11, pois bem, baixei esse bendito App e ele simplesmente não serve pra fazer nada! Pelo amor de deus ne! Se eu não conseguir fazer esse questionário e pegar meu diploma vai ser culpa de vocês!",1,3.0.0,0,,,,,,,,,
254,2021-10-05 03:40:18,"App horrível tanto esse, quanto a carteira de trabalho, esses apps só servem pra quem já tem cadastro",1,3.0.0,0,,,,,,,,,
255,2021-10-05 02:35:23,app ridiculo absurdo nao funciona nada,1,3.0.0,0,,,,,,,,,
256,2021-10-05 02:31:51,Se possuem dúvidas sobre as dificuldades dos usuários sobre o funcionamento do cadastro de reconhecimento facial é porque não conhecem e não testaram antes para entender.,1,3.0.0,0,,,,,,,,,
257,2021-10-05 02:27:46,"Péssimo app, passei mais de uma uma hora tentando cadastrar minha foto fácil. ZERO ZERO!",1,3.0.0,0,,,,,,,,,
258,2021-10-05 01:48:00,"O problema é no login, ao fazer o login com cpf e senha mostra o erro: ""Nao foi possivel autorizar seu acesso"".",1,3.0.0,0,,,,,,,,,
259,2021-10-05 01:35:32,deixa a desejar,1,3.0.0,0,,,,,,,,,
260,2021-10-05 01:24:29,Muito ruim,1,3.0.0,0,,,,,,,,,
262,2021-10-05 00:06:31,"BOA NOITE, FIZ ESTA CONTA NA EXPECTATIVA DE TER ACESSO AOS SERVIÇOS, PORÉM ATÉ HOJE SÓ ABORRECIMENTOS. O RECONHECIMENTO FACIAL É ESTRESSANTE, TENTEI INÚMERAS VEZES, DEPOIS A DIFICULDADE PARA INSERIR O ENDEREÇO TIVE QUE COLOCAR OUTRO E QUANDO CONSEGUI O ACESSO NÃO TEM NADA , NENHUMA OPÇÃO DE SERVIÇO E NEM ORIENTAÇÃO. GOSTARIA DE SABER COMO FAÇO PARA ENCONTRAR OS SERVIÇOS.",1,3.0.0,0,,,,,,,,,
263,2021-10-05 00:02:18,"Paguei 60,00 reais para adquirir minha carteirinha de pesca e não consigo abrir pra imprimir,o que devo fazer.já tenho uma só que está vencida.",1,3.0.0,0,,,,,,,,,
264,2021-10-04 23:41:15,Está dando erro para entrar,1,3.0.0,0,,,,,,,,,
265,2021-10-04 23:38:13,"Nunca avaliei mal um aplicativo, mas esse foi impossível não avaliar. Simplesmente nada funciona e não é possível passar pelo reconhecimento facial. É baixar e deletar. Nem faz sentido existir esse aplicativo na loja. Nada funciona.",1,3.0.0,0,,,,,,,,,
267,2021-10-04 23:34:31,Não consigo acessar.,1,3.0.0,0,,,,,,,,,
269,2021-10-04 22:27:49,"Estou tentando me cadastrar no Gov.br, e não estou conseguindo e consigo entrar porque pede para eu digitar a senha do meu CPF. Purfavo me Oriente pra eu conseguir. Tentei fazer pela caixa Econômica e nadaaaa",1,3.0.0,0,,,,,,,,,
270,2021-10-04 22:18:27,Aplicativo difícil de recuperar senha Reconhecimento facial não identifica o usuário Tem outra opção na qual voce clica mas o aplicativo nem dá sinal que a opção está ali pra ser usada Muito complicado tentei várias formas pra recuperar minha senha e não consigo,1,3.0.0,0,,,,,,,,,
271,2021-10-04 21:33:04,Estou tentando abrir conta mas o reconhecimento facial esta dando erro.,1,3.0.0,0,,,,,,,,,
272,2021-10-04 21:30:19,"Que palhaçada é essa de aumentar nível da conta? Bronze, prata, ouro... É pirâmide MMN? E Mesmo tentando a todo custo aumentar o nível da conta nada funciona. Não adianta. Tudo que vem do governo é um fracasso. Vergonhoso! Falta de respeito com o povo. Melhor nem perder tempo com essas porcarias inventadas para ""melhorar e facilitar a vida do povo""...",1,3.0.0,0,,,,,,,,,
274,2021-10-04 20:59:51,"reconhecimento facial horrível de realizar, é a outra opção pelo Banco é demorada é bem mais chato de fazer",1,3.0.0,0,,,,,,,,,
275,2021-10-04 20:49:29,Precisa melhorar ta horrivel,1,3.0.0,0,,,,,,,,,
276,2021-10-04 20:35:25,"Quem criou uma mer dessa e igual ao presidente porr.. nao tenho conta no itau serei obrigado a abrir conta no banco Bradesco ou na caixa so para usar o app? Como vou usar? Chamar as igrejas evangélicas, Queiroz para me dar autorização para usar isso",1,3.0.0,0,,,,,,,,,
277,2021-10-04 20:30:19,"Faço login na página gov.br e abre normalmente, mas venho aqui para o aplicativo com a mesma senha e ao tentar logar só dá mensagem de erro: ""Erro, Não foi possível autorizar o seu acesso, verifique suas credenciais e tente novamente."" Mas que credenciais são essas? O que fazer quando ocorre isso?!?!?! Estou cansada de tentar logar nesses aplicativos do governo e só dar erro...",1,3.0.0,0,,,,,,,,,
279,2021-10-04 19:31:20,"O dia inteiro fazer o reconhecimento facial, virando celular de num lado para o outro e simplesmente não dá certo.",1,3.0.0,0,,,,,,,,,
280,2021-10-04 19:09:37,"Esse é, sem dúvida, o melhor jogo de geração de capcha! Em determinado momento, ele conseguiu até me fazer ficar na dúvida se eu era ou não um robô! Para você que precisa apenas acessar a carteirinha de vacinação, muito boa sorte, e tenha muita fé, que você vai conseguir! ;)",1,3.0.0,0,,,,,,,,,
281,2021-10-04 19:01:10,muita burocracia!!!!!,1,3.0.0,0,,,,,,,,,
283,2021-10-04 18:23:19,muito bom,1,3.0.0,0,,,,,,,,,
284,2021-10-04 18:11:27,Burocrático/impreciso,1,3.0.0,0,,,,,,,,,
285,2021-10-04 18:07:29,muito confirmação e pouca navegabilidade,1,3.0.0,0,,,,,,,,,
287,2021-10-04 18:03:00,serviço muito lento 🐌,1,3.0.0,0,,,,,,,,,
288,2021-10-04 18:01:58,"Ao invés de fazer algo mais simples.....nossa para que complicar tanto? Gente por favor, não dá para deixar menos complicado???? Meu acesso foi bloqueado e aí faço o que?",1,3.0.0,0,,,,,,,,,
289,2021-10-04 17:56:37,"Como tudo o que é do governo, não funciona. Reconhecimento facial não funciona.",1,3.0.0,0,,,,,,,,,
290,2021-10-04 17:38:13,"Aplicativo péssimo, é um desserviço para o cidadão.",1,3.0.0,0,,,,,,,,,
293,2021-10-04 17:07:20,não sei,1,3.0.0,0,,,,,,,,,
294,2021-10-04 17:05:17,Estou a mais de 6 horas tentando fazer o reconhecimento facial e so da erro 😱,1,3.0.0,0,,,,,,,,,
296,2021-10-04 16:58:38,PÉSSIMO,1,3.0.0,0,,,,,,,,,
297,2021-10-04 16:22:04,"muita burocracia, complicadíssimo ...",1,3.0.0,0,,,,,,,,,
298,2021-10-04 16:22:03,Nao rezove nada,1,3.0.0,0,,,,,,,,,
300,2021-10-04 15:53:17,"Aplicativo ruim, eu pedi pra recuperar a senha por e-mail mas não chega nada",1,3.0.0,0,,,,,,,,,
301,2021-10-04 15:47:19,"Cometi um dos grandes erros de 2021: permitir a verificação em duas etapas. Após inserir a senha, fico esperando pelo código de acesso enviado para o meu telefone... QUE NUNCA CHEGA!",1,3.0.0,0,,,,,,,,,
302,2021-10-04 15:42:23,"Pediram pra avaliar no começo e eu dei cinco estrelas, mas quando fui usá-lo me arrependi e voltei aqui para fazer justiça, merece zero estrela! Recuperação da senha é ridiculamente Lamentável Resumindo: uma droga!",1,3.0.0,0,,,,,,,,,
303,2021-10-04 15:42:17,"Ok ... antes de instalar o app gov.br eu acessava perfeitamente o app carteira de trabalho digital... agora não está funcionando. Todos os meus dados de onde eu trabalhava já não aparece mais. Apareceu poucas informações nesse app gov.br ...e tem mais erros ... Ao tirar a foto para deixar de ser bronze pra ser ouro, app não reconhece.",1,3.0.0,1,,,,,,,,,
304,2021-10-04 14:53:55,Péssimo. Nem sequer consigo fazer o reconhecimento facial. Pra ter acesso a minha CTPS preciso disso e não consigo fazer. Horrível,1,3.0.0,0,,,,,,,,,
305,2021-10-04 14:53:10,"O numero de reclamaçoes são grandes, sei que os adm nao tem culpa, infelizmente nossos governantes são quem controlam nossos empregos, nosso salario e praticamente nossa vida, somos manitorados e observados 24 hrs. Nem precisa acreditar em Nova Ordem mundial, o Controle em MASSA ja existe faz tempo, só está modernizado. Nascemos pra trabalhar pagar o que comemos e morrer. Essa é a verdade Nua e Crua. Hehe",1,3.0.0,0,,,,,,,,,
306,2021-10-04 14:48:02,"App difícil acesso ,já.tirei um monte de foto e não entra e eu já.pedi ajuda a colegas e não.conseguiram",1,3.0.0,0,,,,,,,,,
307,2021-10-04 14:43:26,"O que acontece com esse app? Estou à horas tentando fazer o reconhecimento facial e o app não registra. Não sou palhaça pra ficar fazendo caras e bocas desnecessários,e o pior,sem nenhum êxito!",1,3.0.0,0,,,,,,,,,
308,2021-10-04 14:34:54,Porquê pelo site consigo acessar e pelo aplicativo não consigo? só da acesso não autorizado tente novamente mas tarde.,1,3.0.0,0,,,,,,,,,
310,2021-10-04 14:27:42,"Horrível diz pra entrar em uma das opções sem senha com o QR code e pra baixa esse aplicativo para le lo mas , após ler fala pra entrar na tela com CPF e senha aí não né e tiração mesmo perca de tempo ...",1,3.0.0,0,,,,,,,,,
311,2021-10-04 14:25:56,"""seu cadastro foi bloqueado. Clique aqui p resolver"" dai tu clica e diz que deu erro. E dai!?",1,3.0.0,0,,,,,,,,,
312,2021-10-04 14:15:55,não gostei serviço ruim,1,3.0.0,0,,,,,,,,,
313,2021-10-04 14:08:56,muito complicado principalmente para idosos,1,3.0.0,0,,,,,,,,,
314,2021-10-04 14:08:46,"Estou com minha mãe, que não tem familiaridade com internet e tecnologia, tentando recuperar sua senha de acesso para poder entrar no ambiente Conect Sus mas não conseguimos. Tentamos inclusive o Internet Bank do Bradesco onde ela tem conta. É muita complicação para utilizar um serviço que tem como objetivo facilitar a vida das pessoas. A impressão que tenho é que o gov.br parte do princípio que todo brasileiro é desonesto, o que é contrário à política do atual Presidente Bolsonaro.",1,3.0.0,0,,,,,,,,,
316,2021-10-04 13:55:40,Estou tentando acessar e me aparece a seguinte mensagem: não foi possível autorizar seu acesso. Verique sua credencial e tente novamente.,1,3.0.0,0,,,,,,,,,
318,2021-10-04 13:27:44,horrível,1,3.0.0,0,,,,,,,,,
319,2021-10-04 13:27:22,Esses sistemas desse governo foram criados p dificultar o acesso aos direitos do cidadão,1,2.2.0,0,,,,,,,,,
320,2021-10-04 12:59:35,Não serve para nada.,1,3.0.0,0,,,,,,,,,
322,2021-10-04 12:52:19,Não presta,1,3.0.0,0,,,,,,,,,
323,2021-10-04 12:51:02,bom,1,3.0.0,0,,,,,,,,,
324,2021-10-04 12:32:19,Preciso de uma ajuda esqueci a minha senha e quando coloco não aparece a opção ver atualizar pelo e-mail aparece pelo banco só que eu não estou conseguindo como faço ?,1,3.0.0,0,,,,,,,,,
